Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2/1/2019,Marketing,76492,354820,142939,236080,84079,125371,142573,110172,251445,-10325,272782,11354,164331,59,25,-85704,3536934,3424222,1726075,929440,2.95,1.28,-24.49,41.08,14.99,8.63,44.3,39.56,8.98,380328,8.22,53633,133329,412,130927,900405,460550
8/28/2022,Finance,113795,445582,23517,55365,6437,66281,6878,263272,61601,7898,327405,105931,93811,111,96,260804,4521258,1683098,2834417,615984,0.81,1.76,-29.27,18.13,12.0,11.64,19.65,48.83,27.86,412007,8.2,186233,132424,2414,111850,704922,359030
12/27/2016,Sales,134381,352984,195024,106114,136426,53299,149208,352897,100327,76864,300351,149782,100350,81,115,81003,4504480,2344325,2255465,808084,2.57,2.33,-3.73,15.91,21.98,-4.14,14.63,33.64,20.05,498249,8.12,70935,291323,158,162912,663676,318063
4/19/2018,IT,320792,334862,40527,49412,130313,129632,135741,70711,132628,98552,497664,91450,168106,48,10,46723,1308473,3153351,884749,1159467,2.87,1.59,24.68,48.27,3.8,19.11,21.14,10.77,6.33,128697,9.01,10637,227640,3793,134043,296202,67008
7/19/2015,Finance,136725,76385,134539,176188,13778,167853,117894,55618,274200,84351,224897,168695,105260,69,79,-75879,1290722,2400491,257935,222991,2.41,3.32,-5.51,28.3,-2.02,-2.38,74.52,32.25,29.12,47676,1.32,31068,198159,920,145761,206165,252869
8/10/2024,Marketing,269595,240498,129167,258395,126027,199654,5115,389132,293851,-47861,23063,155464,39228,113,100,203428,3617246,2547319,798093,1580489,1.67,1.28,2.05,45.93,21.9,11.32,13.66,26.17,13.32,113222,3.65,68812,97486,3824,78361,570909,269224
6/16/2021,HR,137148,413124,140187,148576,122508,19833,107366,164309,35419,14136,149121,24307,42157,81,20,280166,4454893,721673,2621723,110908,1.64,2.79,23.58,15.32,15.99,15.59,72.42,41.03,19.96,387490,7.42,77404,82275,3291,90956,227496,86717
11/21/2016,HR,343929,382404,47122,228321,62733,9215,103347,83046,117024,-27413,165042,157024,18283,88,33,97329,3992121,3879834,1145908,64433,2.8,2.93,-0.88,38.42,9.18,16.42,79.83,26.06,22.02,441904,2.26,156280,206287,4606,171711,830007,223583
2/24/2015,HR,268057,213143,110905,263340,19815,72325,7788,183105,194554,97628,151601,107851,138852,101,71,169423,3088168,3241125,2639583,1827666,2.62,3.44,19.53,31.33,5.35,-2.22,15.17,22.15,21.08,72817,4.73,76246,10733,4471,24622,839354,310672
10/31/2016,Operations,439933,201686,33405,99753,108989,181237,3986,170624,242438,25217,828632,17549,64722,89,62,276602,671099,3033944,672185,1910818,1.82,0.53,3.06,-11.64,19.89,10.77,54.67,14.05,29.6,272104,4.97,15914,189911,3533,108357,21913,438286
11/21/2015,Operations,265642,115078,90944,139695,55322,119655,73284,179195,154649,44294,79423,177568,81271,34,64,149575,278822,2353505,241237,1081793,1.81,2.59,-9.25,-19.34,12.23,16.17,15.06,23.57,28.61,93901,8.16,96482,294323,1647,144843,25784,74447
2/24/2015,Marketing,276554,526700,47718,40289,59606,59455,73151,294080,220533,92627,451003,21402,91967,105,112,-31540,1353362,3254753,2518227,1386043,0.7,2.72,-21.79,14.9,10.72,4.34,22.25,22.55,11.68,239132,5.89,44698,122668,3889,87003,122986,369577
5/22/2020,Finance,318875,122328,122829,61128,11168,137388,88643,44266,33341,-37229,886159,167627,185699,73,19,271712,3687861,3808088,276635,936579,2.25,1.06,13.61,42.09,12.43,6.76,11.99,27.85,33.4,79610,1.6,158408,296485,1691,196564,986076,440806
4/12/2020,IT,92379,260211,153090,126490,54889,32048,69787,221844,100070,68445,503014,95098,9461,82,20,119644,4561443,167693,1478391,188920,2.48,0.62,-26.5,-16.85,22.96,-3.06,10.71,21.04,37.14,493931,6.38,167654,25241,2883,147056,385695,221165
10/28/2020,Finance,361116,369817,122577,209907,50520,64858,129597,77298,234201,-25114,327669,139036,52153,95,46,178819,3732402,248647,185912,1213110,1.94,0.94,28.39,18.68,-2.85,11.21,16.22,15.38,6.08,335751,2.7,111850,210136,2158,170985,874906,237069
8/17/2021,Finance,340520,376290,192625,282727,78081,148783,146135,393246,112819,96168,638271,95476,22732,39,32,60924,2849270,2504669,1441575,399898,1.04,3.18,-22.87,27.94,19.65,19.87,69.5,25.29,5.29,187075,3.31,104255,209121,4840,43917,177097,193302
3/21/2020,Operations,315198,521006,98983,192741,131894,152463,107550,226029,100012,30578,371674,112523,194792,65,28,-92565,1770883,746289,2401126,720112,2.61,1.28,25.86,-16.06,21.84,0.15,69.42,8.44,33.23,289498,2.17,96350,213329,2206,165620,696302,436228
7/11/2022,Finance,311752,205769,65241,159230,49409,94131,127002,301692,219197,74991,74779,7462,199590,58,26,84198,386117,3196293,1348285,1126016,1.38,2.5,19.79,0.02,21.06,-2.92,14.35,44.46,38.9,31611,4.18,15419,136870,2326,42102,170845,267601
12/15/2023,Sales,409324,460017,80944,216987,94001,86395,146520,282100,284564,96746,587113,171460,122836,111,34,14711,1317579,188104,345041,1193978,0.83,1.36,3.02,-5.94,0.4,10.52,22.28,20.12,9.77,423043,4.23,33472,83465,1713,143059,789211,236597
8/4/2018,Finance,250095,361671,114113,277247,48227,94758,142396,373059,75893,67690,94146,36439,80683,106,48,206854,2411595,655429,2247494,1146017,1.33,3.21,-6.67,5.81,0.6,-0.69,37.68,45.08,33.68,60098,3.25,145907,82812,4563,81234,116720,33555
4/27/2017,Marketing,123023,70325,48073,196730,14917,158304,2295,352810,82579,-7574,743803,77619,182239,94,27,-44114,4605837,2244622,832281,1974966,0.83,1.26,-0.84,-4.74,3.51,6.87,24.17,16.23,15.33,316432,6.4,157994,143822,2820,73041,704880,283195
4/22/2015,IT,359897,117545,38017,232766,77583,166630,53864,305343,152140,39945,70063,181079,157694,57,10,171921,1729093,2921392,2961991,1073955,2.95,3.2,15.63,39.49,21.75,2.82,65.98,26.57,36.97,20085,2.43,109638,176512,4755,138118,136018,259691
1/3/2015,Sales,63584,186551,37137,212181,26626,190389,134082,215151,198056,77562,932744,45837,105511,80,76,116946,824979,272282,160825,533922,1.49,2.42,27.58,43.91,8.27,-4.36,57.26,21.8,32.55,119233,9.23,86319,260793,2477,116434,620368,356011
9/8/2016,HR,95427,184734,32179,118764,41015,86966,58067,82682,181177,37592,693710,87980,54264,72,68,881,3887467,3158930,2857685,1079324,1.63,2.87,13.93,22.69,7.95,-1.65,66.85,9.48,26.14,128721,8.04,150645,137008,4710,193460,535519,426784
2/9/2018,HR,413739,496509,56858,164600,39981,21040,117291,146957,284247,54641,641711,58187,73656,31,22,7505,2704115,2464235,1775245,55737,2.29,1.69,25.07,-6.86,-1.79,-3.83,70.36,45.09,9.66,374253,1.18,18037,190591,3430,80427,213186,307390
8/17/2022,Operations,191682,143895,119600,93503,76579,94599,79857,259955,187404,-42348,618509,76338,124240,55,118,96225,1294246,55534,470593,749373,2.91,1.37,-21.09,13.94,11.16,2.22,77.65,23.2,35.58,467355,2.75,47839,88530,4081,44845,541641,368045
8/17/2022,Marketing,156398,349595,126451,203109,69387,153348,-9208,288074,104373,70490,815251,39383,49716,10,108,-19693,1482948,2918747,286944,421407,0.71,3.14,-14.47,49.75,5.98,14.0,56.36,44.83,8.36,191691,6.63,185859,140241,2304,129464,627122,266592
10/25/2023,IT,332408,363478,177273,137440,15322,63445,16248,67536,134516,50750,837235,73064,95780,105,85,154664,4759542,3305834,1342562,1894370,0.82,1.97,24.53,12.89,-4.21,4.56,61.27,13.34,12.17,493708,3.51,10735,243980,4440,194416,582363,41121
10/28/2021,HR,361746,389018,122101,36693,124839,145253,54452,300563,244373,53657,953080,107381,72918,62,74,199104,4139212,3372742,941099,958875,2.16,2.52,-21.8,39.46,23.81,16.06,17.12,35.92,22.97,278294,6.02,147979,75667,1826,133025,946596,19085
5/18/2015,Marketing,336771,237069,170668,289576,115881,144814,35114,178247,261091,41989,949129,26940,112988,106,80,39790,4439285,3333224,164007,1438696,0.23,0.85,-12.46,30.87,16.73,8.48,33.71,32.99,20.18,313675,4.12,91628,116242,2481,162781,680390,147414
1/18/2019,Sales,156093,174995,175627,14637,84728,41271,47100,250209,117466,66967,875397,69683,54903,75,109,-91740,2799022,3901070,2448660,144537,2.69,2.11,9.88,29.12,23.25,14.97,57.32,37.2,29.75,25975,4.43,92736,297917,2585,104671,459757,430383
9/27/2021,IT,419444,100940,84219,200629,144389,128150,38600,264274,179685,4499,979242,43544,17180,51,116,246537,105758,1224369,714183,740653,1.14,0.55,29.12,34.28,1.17,14.34,54.94,45.44,8.21,416139,7.92,146138,126147,979,193433,286562,388821
7/14/2023,HR,226111,428073,181037,261222,51525,32661,136201,34615,288609,4498,813958,134947,102138,10,38,272814,1222168,2367687,2684104,906722,2.64,0.85,6.65,2.53,-6.34,5.92,25.67,6.89,14.65,228667,8.1,81786,293102,3124,142634,758530,276664
4/27/2024,Marketing,157968,439251,107686,87460,64559,96463,100098,283808,68988,-6469,982747,176226,86970,71,36,13401,195473,3867135,1483978,1730305,1.54,2.22,1.86,41.77,-5.42,4.16,24.94,8.5,13.37,389964,4.5,112661,156445,716,168686,973352,135560
8/1/2015,Sales,388707,393954,198082,142822,31734,20279,34379,328856,219863,53948,954977,141619,88024,34,101,230661,3159051,3132497,2617377,989768,2.47,0.84,15.93,46.93,17.48,11.37,61.6,47.94,17.73,80550,1.5,126095,261055,4490,77048,14203,150477
8/14/2019,Marketing,303900,418783,26725,198612,128684,109067,35321,181390,58232,-10424,864530,71191,37757,91,66,223818,3514475,3577834,2309489,1666368,2.27,3.21,6.28,30.84,-9.38,17.22,61.91,33.23,23.28,442817,9.05,98304,13407,1890,134841,160696,374112
9/10/2024,Marketing,436447,541871,33241,203652,65473,63144,33773,388840,112538,77255,603517,167383,72867,58,117,82289,3185276,1634275,1035745,283784,0.87,3.3,10.55,39.78,23.66,13.61,62.99,28.24,34.67,255757,4.9,87689,73164,3567,139492,18354,244792
8/24/2023,IT,401283,255405,102758,132055,38658,103861,-3881,246836,43542,-1847,86935,121018,80666,27,62,14703,3405585,1005283,1966958,1413346,2.04,2.1,20.43,-19.42,-4.93,0.78,35.75,29.74,18.35,179875,6.73,131759,118083,1166,39344,601843,36944
8/15/2019,Sales,235467,501715,34951,59245,59490,6902,63649,350587,54169,-21660,337760,90069,41931,59,78,156440,4514400,1789228,277505,918892,1.81,2.94,29.17,-2.34,-3.85,15.92,40.8,22.84,26.1,384533,9.95,100240,232011,329,149171,932535,225709
5/13/2023,IT,380237,284198,192108,238469,62795,115759,65948,251402,105487,-18187,149209,58038,62480,20,100,110858,3290653,1238764,2557599,1883048,1.76,2.56,22.0,45.6,-9.63,-3.5,77.8,36.69,30.91,347772,9.87,57946,168228,2311,174084,673381,41032
4/26/2022,Operations,245992,112354,164960,85960,8196,88075,9689,185245,299035,96333,13064,52536,168825,86,62,262949,4151656,1604195,1848396,1849524,2.48,0.64,4.59,25.51,-0.89,0.04,10.19,43.47,24.4,161231,6.33,30019,176588,2731,118463,992082,19574
9/30/2020,IT,195426,449519,52637,104302,40364,98493,52281,169630,50024,-14019,60168,188376,160268,64,24,130389,4175811,1540230,738081,1876255,1.0,1.21,-13.6,-5.72,-2.91,0.74,74.29,40.67,35.09,171946,7.46,108708,193717,444,193983,171925,290446
10/26/2024,Operations,62718,247394,82888,177325,64588,86581,47358,203532,29539,-24456,150200,139626,181885,111,11,219372,225062,2605457,403797,255332,0.26,1.64,28.25,47.31,-5.28,12.24,31.31,34.37,11.33,250725,3.82,62786,38212,2462,64360,868645,146015
4/4/2017,Marketing,451109,477233,112095,270455,129732,35885,110122,118814,102661,-43094,545274,137038,96168,69,87,124716,2362567,3966734,631421,254658,2.53,1.2,-8.74,21.09,2.93,-4.24,44.12,47.63,28.87,95993,3.12,139725,168593,3796,69945,271385,258525
12/25/2024,Operations,409797,360086,139187,234391,133423,167559,111483,320842,75050,84570,295276,78335,110835,118,13,266337,2406920,3061683,2761413,1967478,0.64,1.48,-9.5,-4.25,1.99,-4.13,78.05,10.78,31.72,37636,2.51,142214,230244,2829,107860,76125,115023
12/21/2024,IT,435864,409980,112675,97983,128407,98435,21031,337794,121099,64445,17029,29796,110511,102,99,11254,1899417,415478,350407,1130799,0.34,1.04,7.79,25.19,24.28,2.97,19.67,11.34,27.31,432470,2.76,175636,271582,3112,94678,126458,216268
6/7/2015,Sales,408866,140636,142097,207952,9380,173451,116804,239706,276294,47514,932411,86827,18614,110,34,272319,4559456,648780,829865,1020723,2.02,1.2,-25.08,15.97,13.5,3.29,48.73,42.68,26.91,145068,3.61,108839,286637,627,196740,748136,276797
2/26/2016,HR,275810,373058,170238,74307,59030,28247,100979,283433,276653,-40429,506516,26142,97054,69,76,-99051,1116539,901353,2533466,778501,2.22,2.61,9.92,25.71,8.17,17.03,18.42,5.87,28.0,111483,9.85,167830,96075,2800,79704,30088,416599
6/16/2019,Operations,76118,304129,125882,148076,35986,166539,22086,265057,99521,56934,759145,68868,63608,42,91,8064,109839,1729071,2551848,233014,2.21,1.07,9.81,5.98,4.8,0.12,41.79,8.2,9.41,461363,4.68,120977,114612,4565,169225,773490,231597
5/6/2017,Finance,134485,449249,185211,168626,46060,187462,37789,205787,248485,24979,903389,7381,134165,67,103,230640,980224,815707,1280131,338032,1.83,2.18,21.91,22.17,19.46,0.39,55.04,21.05,29.77,375489,5.7,6844,28900,64,72314,681867,173948
10/10/2015,IT,485998,167199,106585,298996,140344,149065,61141,200104,227792,-38877,719334,118709,84325,23,45,281570,3351498,2079117,384385,930648,2.94,2.14,-5.49,47.3,9.02,-3.39,55.55,10.2,15.34,323925,9.55,46831,208455,3374,135057,592328,299649
7/15/2022,Finance,377842,429278,175513,88369,95544,81436,115951,144361,186695,5299,332423,84071,88114,48,48,222160,1348304,208533,172228,1069853,0.52,0.56,9.64,34.04,3.34,11.93,29.78,6.21,28.12,107976,4.46,178692,29935,3815,28456,243903,29130
5/16/2022,HR,302761,131435,142740,264112,105760,97900,114698,180196,260155,44612,236079,117279,71095,36,93,-85213,842201,961073,570529,608068,1.39,2.69,-24.15,38.59,-5.89,16.07,58.32,41.88,23.95,27490,6.49,174310,185775,1377,145465,824423,143945
4/11/2024,Finance,304906,258000,36643,292586,31433,122464,20173,261906,217080,85375,579304,42104,119098,20,100,264460,912341,303865,1360301,1292211,2.32,0.9,9.29,-8.21,12.24,10.89,48.88,19.05,13.97,465634,7.96,6760,183849,4773,112522,696631,54901
12/3/2021,Operations,183268,527589,151270,203487,122960,55871,21817,130192,135828,-19467,13537,115008,88335,57,58,145855,715583,1769325,1064024,1566106,2.29,1.3,4.48,29.56,18.63,12.58,50.3,10.03,9.39,360978,6.81,107791,119636,2262,120930,852821,201948
11/1/2024,Finance,81868,416379,57648,200036,80564,42091,131540,278690,111042,55672,435241,65152,36801,13,50,14846,4400773,2148783,984563,581383,0.75,1.94,17.1,43.98,7.23,5.59,40.74,15.43,7.68,58778,1.93,107019,214609,4375,173001,398561,99250
5/11/2017,Marketing,116162,344177,100412,129871,28600,54156,139764,35832,75237,46687,312553,143852,124238,78,75,67967,2516254,3003008,523232,227445,1.6,1.48,6.84,32.89,5.9,-3.28,72.37,33.97,17.61,120531,1.73,36076,130585,4407,115028,538773,457900
12/24/2019,Sales,394141,491685,80908,145540,96101,93593,113710,290914,88568,46767,858542,43831,168002,56,93,16494,586897,3332857,1155009,1440834,2.28,2.81,-14.45,21.2,-3.09,16.62,25.38,18.69,11.21,299015,4.66,50081,58599,2026,105342,968618,46779
11/4/2020,HR,82086,512307,102053,119895,114232,119356,10579,138435,48639,23708,204930,111078,170013,68,91,253019,4081645,2244897,492439,1806729,0.38,1.77,-0.81,43.91,2.76,12.95,23.53,40.74,26.83,23131,8.72,87374,44414,3016,131594,215963,201087
11/13/2022,HR,345461,479086,86011,260649,138634,33049,105411,293242,100429,39950,183408,199515,21490,66,26,239565,4103924,2224676,2681736,1259777,3.0,1.98,-16.95,39.12,-8.19,-0.16,54.96,6.28,22.36,11077,3.5,60289,159285,3597,135806,865738,55746
1/20/2021,HR,379758,330109,114569,99379,119296,40467,-13342,250894,53726,-8555,410474,42816,131069,109,74,99802,3491054,2548815,1977237,26471,2.94,3.16,-24.39,44.29,3.5,16.94,40.07,10.52,31.11,155714,3.16,148634,215720,2403,175394,121501,413889
8/19/2015,IT,342310,160913,192999,84643,89002,150990,42544,134226,164280,98516,594036,105415,106121,87,76,271955,106058,1330380,1355670,925333,0.5,1.89,-1.57,28.23,-4.39,3.02,19.04,5.29,35.77,86887,6.98,43193,114898,2672,95530,68744,473376
4/19/2021,IT,271011,144292,74421,94540,26475,131786,72696,109797,82015,48300,594587,9762,110068,23,25,33421,3784877,3332132,1430912,169716,1.15,1.62,-29.4,22.54,14.99,2.65,35.25,12.79,15.83,465724,8.13,25795,13678,3995,88680,219899,281930
1/31/2018,HR,353681,421202,24446,60707,55607,106151,7899,223532,131963,-34837,496439,170407,60563,53,100,140845,3635574,104678,366529,1273182,2.57,2.76,22.39,7.27,6.42,3.53,77.98,45.49,14.22,385318,5.56,160024,199958,3779,166947,284102,67622
7/22/2015,Operations,490701,68992,100548,92939,37607,96015,45942,232590,228915,14471,152435,86337,49484,26,20,85644,2428648,3339210,2235286,321603,2.14,3.13,26.59,-17.72,-7.26,16.98,57.8,16.11,17.67,16502,5.19,94138,255226,3234,65169,502182,459460
9/9/2021,Sales,321181,208137,157734,72431,87595,6759,82361,279078,221354,82903,363044,120255,113451,102,14,105065,4550821,1502974,1507171,1622467,1.92,2.6,-24.08,-6.3,-0.05,9.57,58.05,14.92,13.55,68309,5.1,106132,201303,2709,36872,373980,274457
1/2/2021,HR,309284,73061,26067,79948,22120,44560,130862,33495,115899,-37709,513644,170341,172027,93,88,284070,1139642,2585312,1903521,170906,2.52,3.47,-25.98,5.4,6.35,15.47,23.2,15.77,16.4,240544,6.25,39999,260783,1026,151082,827666,437393
11/4/2019,HR,333476,509503,113131,12466,65253,16526,-16100,84310,63872,59109,838909,98025,119880,20,84,74495,3975844,778847,2301714,333977,1.71,2.87,-3.4,-12.61,22.2,14.01,40.36,31.47,10.0,77523,3.81,129140,264019,3616,197025,423739,347239
9/29/2019,Marketing,459850,313621,113121,159724,36123,175749,56242,78780,277144,31083,433241,154429,125910,38,37,239185,4332303,743964,1496738,1454723,2.53,1.78,11.1,38.76,3.78,14.48,68.82,33.69,8.7,232193,7.93,78560,255219,4190,128113,491713,184154
8/9/2021,Finance,486044,264810,66332,191179,146075,153297,35516,237731,171389,-19403,552137,97279,168489,75,15,68825,407271,3223442,2795653,329702,2.13,1.63,28.2,-6.24,-3.79,13.53,35.06,46.03,23.98,163852,9.29,94496,89480,4530,80371,711083,82521
4/15/2015,Marketing,242079,513892,79303,34951,94547,58572,46583,192036,36901,51724,465986,140093,14418,54,85,237925,3375723,2033187,2968473,1688377,1.28,3.0,12.48,6.51,-4.2,13.08,31.08,32.21,15.47,272502,8.49,156385,138702,302,177110,42515,382435
4/29/2020,HR,239391,307317,79690,287248,44763,39800,145974,328972,148912,-28469,206551,128835,118235,44,38,56413,1734276,2227471,407238,1404460,0.49,1.6,1.69,-14.84,6.61,5.87,26.46,19.04,37.41,492327,8.64,132017,69678,1319,184678,184148,171045
5/24/2015,IT,490561,60416,74497,283814,143439,32460,69677,362350,143050,-46974,67088,195429,155886,75,68,110944,3151155,1289192,1138653,1556016,0.69,2.25,18.51,36.07,-6.71,0.14,77.5,30.9,13.97,228898,7.65,173395,83659,1587,134707,957147,143776
9/10/2021,IT,351249,213346,108002,89765,7952,131689,98848,47694,193342,1310,382257,177013,84341,45,19,-22239,1103436,3287623,101605,85392,1.05,1.2,-23.66,-11.86,16.61,5.34,61.93,21.24,21.42,122200,3.67,54218,23001,2496,55176,955147,152463
10/19/2016,Operations,146058,491192,59077,54344,136586,70577,129258,237028,296160,5289,59273,64556,150775,96,118,185799,1705186,1242684,1346424,462800,2.89,3.07,-8.0,-11.08,3.77,18.2,25.24,36.11,28.96,401737,9.45,84838,208545,4602,35514,72351,358564
1/10/2022,Marketing,475656,506370,156750,53248,94814,196975,87042,308168,104368,64789,534249,115840,115227,94,13,-20859,1348599,1295769,2714891,1034138,2.33,0.58,23.28,46.86,-9.19,-2.3,51.53,29.26,33.33,384897,7.23,192607,47337,436,116167,369847,319903
8/20/2023,Marketing,209908,398352,88472,110618,20964,80960,47385,55754,212717,808,258366,81932,72541,116,101,269822,2394255,244317,2585112,1290531,1.55,2.52,-5.96,10.4,23.91,-1.85,54.88,23.1,33.83,66395,1.67,29183,217281,2657,178321,619267,74252
11/26/2020,Operations,133084,160671,151615,55514,99647,8723,122246,202711,175503,-39371,690597,195583,190305,101,101,267377,2641438,2502121,405010,939956,0.37,2.01,29.98,12.63,22.47,10.93,13.67,20.81,23.01,101232,4.42,114963,135895,4574,76137,717618,25893
8/11/2016,Marketing,393336,72962,63351,228115,100015,77023,-5970,349088,161049,-3846,353681,6461,14655,52,28,285838,2344824,1634232,1498967,1143156,0.22,3.39,-6.35,23.67,5.34,11.47,18.91,32.25,13.61,489841,4.64,147408,218527,3485,171551,788962,139621
4/2/2023,Marketing,220832,384336,32525,280590,99788,81934,64056,376460,90436,65980,651677,184480,31645,108,82,-16351,3290211,1267260,2988596,1525067,2.64,2.82,0.76,42.27,5.22,5.55,25.23,43.73,22.23,347736,4.03,173877,60407,3745,130868,342221,193545
5/21/2016,HR,435649,507245,130254,266947,93482,160940,125200,367282,81838,71900,413212,122935,47670,101,47,172144,420304,3420161,1182147,802725,2.77,2.31,25.07,3.49,-3.8,18.88,66.37,14.38,27.54,68345,2.38,179468,172838,562,124951,53483,140987
4/26/2020,IT,253254,133916,185679,132279,111730,115081,108147,172881,233770,-23647,836612,175275,90055,24,78,168970,4671937,3007106,807186,491245,2.25,1.55,-27.72,11.05,20.13,-2.33,64.04,44.94,29.81,431438,1.63,136861,114712,1651,177770,510005,57806
