Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2023-04-09,Finance,332332,191885,85485,264349,94719,183297,146783,208498,138630,73713,192154,190088,89489,110,21,157423,4793386,1081291,1641168,1381413,2.98,2.24,24.9,38.43,6.29,13.53,12.06,15.83,12.18,46938,8.0,92094,219879,3109,125992,335105,336309
2023-04-10,Finance,389845,108556,140042,299958,21501,124326,118886,75437,229935,-12389,402605,161370,61904,61,26,17151,2708372,478482,850074,1854689,1.8,2.91,19.99,41.81,10.76,14.4,68.98,44.49,7.41,362953,5.69,5768,134888,4775,61179,431789,241147
2023-04-11,Finance,342834,417187,23146,199945,63700,186764,64704,292950,263674,95894,239451,121791,79987,26,21,231912,4590549,833467,2636780,610855,1.41,2.62,-20.56,4.3,21.28,8.5,57.15,49.72,11.44,320403,1.57,20856,36022,4771,104273,746530,102629
2023-04-12,Finance,94023,412082,58409,46349,21243,27657,64317,231644,57239,-19783,594711,183062,25172,74,65,138630,3504927,720847,946535,1840793,2.84,2.73,7.5,1.35,-5.23,0.0,30.91,23.98,35.03,22055,5.9,102246,293938,4242,44253,158402,258372
2023-04-13,Finance,452911,373376,185486,234079,146265,173018,105353,234437,157068,67359,692257,39561,121943,106,34,-7677,995516,2818331,1631892,1605223,2.34,1.89,23.48,25.74,18.44,9.8,23.48,38.78,8.52,269645,8.79,100755,63636,3404,169486,599320,62137
2023-04-14,Finance,78707,336967,92828,164557,76882,51633,90270,394290,108177,52094,336211,187630,119997,115,112,140848,854929,1797246,216723,178356,0.2,0.82,16.18,34.48,8.63,-2.77,66.3,23.92,26.28,198048,7.03,195952,10074,1284,143021,174316,105088
2023-04-15,Finance,51765,174195,125918,112522,149836,113837,118493,218773,152721,33950,267532,19246,45641,113,35,-16431,2218814,2105953,1174886,600689,2.98,3.09,9.92,-0.02,19.66,-4.66,73.73,32.31,22.63,98878,9.75,172420,244409,3008,168761,477747,394795
2023-04-16,Finance,155294,465471,28597,87150,69011,33230,118696,58248,161577,-25340,830878,144987,25124,89,101,-71093,3582855,2416018,1201584,390233,1.48,2.99,-4.45,26.84,9.06,17.06,35.87,7.9,39.03,351906,5.28,118569,230708,3123,138194,342452,244786
2023-04-17,Finance,52709,489322,164497,74733,41796,75925,98462,134515,286360,72545,593610,38764,37685,80,25,31391,250962,1046986,865956,48079,1.31,2.33,-2.95,37.71,22.69,-3.38,52.32,44.68,37.35,228552,3.81,137961,109386,783,84027,798760,290332
2023-04-18,Finance,232867,178753,76139,261091,113666,114717,16461,272414,102398,-32439,179995,196141,9739,10,44,27035,197089,828363,1884610,21643,2.67,2.02,-26.03,1.69,12.57,1.87,18.74,5.05,34.95,339534,5.14,83353,190854,4250,75999,37139,423462
2023-04-19,Finance,266352,209720,190869,291644,67641,116353,42001,220741,35635,95274,803852,13712,152648,87,69,289542,3457901,3140527,2963570,1897534,1.86,1.52,-17.42,16.15,-7.6,-4.02,38.86,13.88,9.41,244683,3.14,183404,121274,3260,141700,732810,440963
2023-04-20,Finance,276965,321358,126264,154313,36414,75250,148386,321632,20683,-42816,509002,95581,169829,19,102,22505,416361,1999583,61120,384699,0.58,0.59,6.25,5.85,12.51,13.56,43.32,46.11,21.94,251586,4.42,74188,257055,1329,114825,619644,270905
2023-04-21,Finance,324333,468240,179733,265930,30591,115571,143067,350524,184415,99788,546938,144047,105080,100,23,-90426,3125006,3679031,1770743,1728293,0.98,2.98,-24.39,41.48,6.86,18.0,36.46,14.86,21.87,69316,9.12,43696,251996,2621,197937,516978,477396
2023-04-22,Finance,229384,92472,181995,114119,6922,156620,57097,115736,225672,14487,761373,26075,25048,33,33,8716,1860799,3518362,343105,1000335,2.73,1.57,1.83,-12.02,6.05,4.59,43.46,37.9,33.61,123389,5.76,83534,45050,2976,45398,22877,100881
2023-04-23,Finance,358467,409510,50482,152981,71495,48748,112285,130574,291942,-39756,570311,33393,57462,46,26,287779,1935109,1303170,94096,856070,1.6,0.59,-20.15,19.8,20.22,4.23,59.17,44.42,12.63,30881,2.94,161440,18998,2098,129460,619029,308529
2023-04-24,Finance,298056,419622,115081,280381,130636,42592,78902,90480,140961,18230,484061,197129,80967,36,51,-37010,2119938,452638,1519472,832773,2.9,2.21,7.1,31.71,19.97,0.36,77.85,35.6,15.56,333164,8.65,112149,259768,2260,20084,413405,63187
2023-04-25,Finance,431189,148366,189220,94350,94474,103209,41705,309106,87031,-42975,905440,62968,56686,61,40,29545,1443127,1339248,2571196,1854725,0.33,2.43,21.44,0.64,22.59,11.65,45.93,25.72,38.41,342913,5.46,88974,174994,249,104049,64002,351601
2023-04-26,Finance,305255,207477,70354,47104,86981,79049,-16531,222613,175874,14244,478822,72810,72335,35,44,-92911,1071246,1909159,541443,528927,2.32,2.05,-19.3,-16.03,13.78,6.39,19.17,7.84,37.46,21827,4.37,90846,229036,4375,96573,274788,392840
2023-04-27,Finance,368123,82397,156826,259300,112725,75708,30281,119631,199548,2783,489771,106710,38378,90,101,-78338,4936447,2518756,2899004,368696,0.94,1.8,16.08,20.14,7.81,8.61,65.31,24.74,15.79,126662,2.08,127348,238297,4961,99193,692263,354109
2023-04-28,Finance,121406,135123,141745,179163,92353,124384,51992,341365,270779,35596,100028,52545,45066,80,75,137791,4778853,304805,1101984,281170,2.71,0.54,-7.08,36.94,22.58,16.05,46.46,11.86,6.54,445562,7.3,61612,128342,4989,73031,882165,318316
2023-04-29,Finance,219482,392334,43997,35560,76677,37811,-17053,162873,159736,24532,143553,40749,103783,45,20,130325,3369461,1103200,623150,260461,2.9,1.84,2.22,11.05,5.25,15.41,24.69,7.13,16.21,47981,9.93,41337,94778,2909,133171,869007,92636
2023-04-30,Finance,95355,275692,184513,161364,137596,105480,-10798,68868,134799,5204,98320,91694,61180,45,35,204378,628165,3865883,1299319,1549711,2.7,0.57,8.33,30.67,23.25,-2.94,36.4,21.12,14.23,22201,9.7,120090,195815,3263,156759,52946,37769
2023-05-01,Finance,275977,430985,71580,254936,51632,131686,69673,339928,163377,79494,180938,142977,15840,46,106,204821,2408918,258863,291360,574078,1.52,2.25,-9.37,7.53,21.46,-4.64,28.8,12.12,12.28,296470,9.44,35463,232596,4181,116144,653568,35594
2023-05-02,Finance,339765,215740,194364,39465,74450,160797,123321,37463,74150,2849,154633,128661,143664,53,83,221163,1940097,3241875,1857518,89120,2.57,3.1,1.23,11.15,9.53,18.74,70.26,6.04,10.32,275507,2.33,63975,121226,3556,73344,998196,269375
2023-05-03,Finance,185580,534359,125179,244171,51197,60966,32390,199592,162767,-17465,854180,18002,165342,38,88,109560,1779544,2816544,1926219,1607475,1.95,3.12,-23.26,3.25,3.86,-2.51,26.67,34.06,5.62,332427,3.35,92907,102997,4877,136392,213653,161963
2023-05-04,Finance,275562,343571,185940,184562,58279,40179,47411,72148,160687,21560,659048,9637,162554,56,70,-40670,1796249,1903696,2474478,629137,0.48,2.79,8.84,-19.3,-3.14,-0.84,38.5,33.47,39.47,129146,3.26,160391,81307,870,33527,27999,79547
2023-05-05,Finance,356985,194522,177587,68507,12162,116096,83835,150874,215458,5786,725971,133626,94087,88,64,287773,2982000,3655715,966222,169479,1.96,1.01,-0.05,35.78,23.97,17.0,57.65,44.47,9.27,319020,5.4,155215,265576,3612,98806,974515,72522
2023-05-06,Finance,359927,436534,53964,36453,61149,88971,51003,44904,103361,16295,729044,167129,16860,88,93,283560,494407,484073,357880,569641,1.12,2.21,23.23,3.16,14.61,17.48,75.54,27.98,23.83,490496,8.07,100327,70776,4000,82665,580596,341737
2023-05-07,Finance,222033,129620,166988,205007,88528,103486,126680,31181,37828,-40428,268703,30747,195222,59,20,-46480,1523589,1707964,1568637,810904,2.49,0.58,14.59,19.04,14.83,9.04,22.09,6.29,14.38,349165,2.06,42037,234626,1412,107374,384418,466155
2023-05-08,Finance,113181,439544,121514,42371,6815,136191,91731,38452,297108,-43306,791101,132927,93431,50,18,179923,1017191,1927231,1220433,1234379,1.67,1.93,-8.39,0.6,22.24,15.72,44.62,17.35,29.72,294136,6.17,159828,288279,2363,196285,233723,185213
2023-05-09,Finance,150789,294320,167240,274369,98606,114811,68673,115902,236507,13167,378676,5294,163583,52,113,149772,2131591,1234954,2590235,535633,1.48,2.11,-10.06,27.92,15.54,11.87,75.19,43.8,11.37,180859,2.81,41055,230176,4046,38070,604505,382667
2023-05-10,Finance,214738,484439,115987,54069,63910,14750,-10553,354780,227581,-29782,727695,198933,91124,10,99,186537,1623327,3791512,2869956,359754,1.62,0.53,-20.76,16.95,0.03,-1.52,66.85,19.21,28.9,153252,7.68,141217,98277,2250,116716,147199,200441
2023-05-11,Finance,82022,105561,149447,52446,71846,54576,-18262,134230,122939,74975,579850,168929,190249,12,73,52901,2184168,3577513,2186917,344814,0.13,1.54,-3.08,43.08,-7.32,0.18,46.89,37.14,13.47,142085,8.21,101675,205770,1479,143915,210273,316745
2023-05-12,Finance,319657,496101,71275,291820,6325,106947,115799,241636,198737,76142,442881,123785,173292,79,63,-12425,1191815,1507889,2590705,1557913,2.13,0.57,1.53,-4.48,12.92,16.28,26.55,18.87,33.46,87477,1.19,176786,130991,2997,121054,444943,121631
2023-05-13,Finance,119891,451526,127570,198252,116296,191126,54294,130990,265429,-46098,577254,22379,90370,75,107,45260,405889,2164450,659958,703302,2.89,1.68,-23.69,24.17,-3.24,6.49,53.22,25.65,39.41,150836,8.39,117022,191970,3362,136636,108260,451568
2023-05-14,Finance,222026,359101,91536,44128,37819,13926,114254,152582,266016,-40832,76718,199714,107789,87,53,-2311,3603562,3109705,961217,1477260,1.83,0.54,15.74,-10.3,-0.73,13.83,41.7,9.12,27.83,404446,5.4,28837,225939,4152,64264,115565,291725
2023-05-15,Finance,93363,149114,190634,106027,11557,107374,100977,366493,256919,-31236,695672,87846,42860,104,102,249393,2566046,354077,1212889,1749564,1.55,3.28,19.25,16.25,15.13,-2.49,43.69,17.2,31.81,67057,1.68,128989,253424,3184,180151,977203,491494
2023-05-16,Finance,114292,508545,120789,165687,134935,198843,-2166,341228,247808,69930,883644,187323,192951,33,33,105979,3787273,3588059,853565,303188,0.74,2.04,21.9,-14.93,10.26,2.21,28.8,41.22,33.04,96401,3.18,194551,259171,1541,193011,899313,36653
2023-05-17,Finance,124718,60741,137092,165292,44985,7585,113243,267017,89340,98253,888995,114971,71546,39,102,293792,4399755,3439178,587502,609969,1.33,0.88,-27.39,36.38,12.6,14.67,44.75,18.63,34.92,291394,8.04,96288,121292,4290,56375,415347,462357
2023-05-18,Finance,135095,532030,40949,183343,34340,71170,19049,188086,71709,76119,476395,171952,75132,30,98,-3799,2960879,1752892,2438897,1825183,0.71,1.98,-29.85,40.18,-4.34,19.61,56.06,10.59,9.22,364334,2.01,133256,45935,2472,188439,274381,70086
2023-05-19,Finance,177302,410610,82533,90116,124309,190056,103265,77966,186413,52021,494208,33311,93190,49,69,187242,1509555,1870364,2004123,827703,2.33,3.5,-17.52,38.68,18.86,12.9,33.17,32.04,12.79,300406,6.75,48534,240877,2449,80303,950766,331874
2023-05-20,Finance,109129,462324,110925,96878,111106,53328,42009,107719,233718,-8791,976173,184722,143224,36,32,44831,1384403,3755615,2898390,1858743,1.95,0.56,-4.4,37.79,7.41,3.48,30.4,20.01,8.2,230482,9.99,83250,19795,2032,144940,604932,104841
2023-05-21,Finance,155253,436961,118045,45418,19683,29020,-18248,378502,192352,94382,535140,61483,116730,37,66,141559,4633263,2002125,1620580,263758,2.82,1.56,13.18,3.98,4.34,11.77,69.84,5.68,29.37,289668,5.61,116149,169284,4689,134714,916868,319297
2023-05-22,Finance,439913,449312,156777,25045,39226,188673,6716,123075,178391,-43441,586082,103088,26385,62,117,192079,2572898,1136889,1601560,762734,1.11,2.8,-18.38,11.9,23.63,6.97,31.23,38.55,36.53,193014,7.12,96455,219744,3206,164186,591916,417934
2023-05-23,Finance,480770,201504,190528,56602,114941,135043,92158,133919,55579,54807,772349,110444,123994,92,54,136079,1736669,2102232,310248,802946,2.85,2.24,7.0,12.16,-0.25,19.83,29.67,17.05,26.25,15897,3.19,168031,147280,1233,176873,238994,135244
2023-05-24,Finance,121949,452077,102489,185540,24908,199198,5489,105621,258102,57699,499765,99934,107657,102,17,213751,1056888,3534088,1540110,603770,1.3,1.28,-4.56,15.53,8.43,4.88,37.41,6.9,9.46,326893,8.48,117584,84058,678,122425,526616,252058
2023-05-25,Finance,458748,365098,64341,30240,134218,150288,134754,250931,230627,61152,178675,8621,29279,94,27,211083,3363722,3038462,217596,1969503,2.81,1.37,23.22,-4.77,9.42,13.72,77.17,12.3,21.37,391626,9.99,33826,19551,4841,143213,636080,447044
2023-05-26,Finance,476454,174234,60967,284174,97192,6532,-19083,115683,282536,-22262,580196,129001,173248,81,19,-71886,3333235,54802,1429817,1409728,2.24,2.88,-7.75,-6.67,14.76,4.58,20.1,38.83,33.48,148612,5.75,48953,295495,4677,95504,337715,265625
2023-05-27,Finance,355210,88491,170266,248163,132860,188609,97416,397686,48044,30208,523501,17781,168072,46,74,-83421,2968995,969799,2949610,1891544,0.34,2.25,-7.84,-2.52,9.34,14.42,41.7,41.63,5.28,366335,4.9,148087,204018,1981,168347,812431,211721
2023-05-28,Finance,53176,511479,139444,247104,149291,83109,58900,382437,213047,63383,74753,5664,18757,52,103,33808,2447934,3940756,779928,318245,0.55,0.96,-14.22,-13.07,1.0,19.01,41.41,14.07,6.27,354387,6.47,193725,99782,2099,137301,922731,136392
2023-05-29,Finance,103173,292703,154866,139437,72062,120307,88426,288983,39457,-24090,892336,165175,75437,115,27,178637,242197,268328,2709598,1719869,2.3,1.86,-11.37,14.58,-9.5,6.47,62.03,42.09,29.41,99648,9.08,169537,296497,178,86699,614258,76672
2023-05-30,Finance,374293,96862,159290,77785,89831,81848,-16226,385319,209848,18366,306098,87430,29645,110,63,138875,483392,2594173,319786,609942,0.71,2.28,-10.3,-2.64,14.18,7.36,42.34,41.43,22.55,297474,5.48,105870,154904,301,73931,410410,41274
2023-05-31,Finance,54891,359623,50336,175759,119554,138795,88387,371883,48664,76275,96780,195522,5702,16,63,35993,4660812,3379994,145901,42376,2.48,2.87,-29.47,7.33,-2.43,14.91,64.02,37.31,8.71,201594,9.24,84945,89061,1392,93092,446151,216394
2023-06-01,Finance,343955,537358,48906,248911,135791,129599,107636,287902,148057,69293,366365,97280,110626,15,24,160119,678976,1631924,2545927,1879664,0.98,1.56,4.92,-19.96,-6.12,7.23,75.9,32.31,19.33,26041,9.97,100361,252677,600,39419,354826,245740
2023-06-02,Finance,101202,299254,94046,277820,96566,162736,125570,116449,241227,-7767,953999,51227,157444,118,69,292,499862,2797609,2798940,1661515,0.91,1.28,6.22,2.35,5.83,4.53,52.64,26.83,28.3,294639,2.62,64224,112394,2339,188645,651012,361524
2023-06-03,Finance,321340,430882,140625,30910,84834,71144,119768,392080,201330,-45344,805611,183534,54967,18,83,168296,1122392,3811856,1812155,1980734,2.81,1.04,28.97,-2.17,24.82,3.89,76.32,40.06,5.63,153777,5.69,62017,146500,158,21521,118613,369071
2023-06-04,Finance,494321,60893,36731,86497,122645,94224,16967,361299,34750,33649,793085,140477,155614,114,56,36062,2093488,1338564,473172,542018,1.04,1.46,13.45,-9.69,6.61,-4.67,73.3,20.84,8.75,408755,9.63,166475,121411,703,185028,614573,351708
2023-06-05,Finance,178598,246444,53764,241045,67273,18693,84292,285693,118124,82685,941126,65613,175823,65,115,-84186,1646655,3297772,934059,661542,0.44,1.69,5.68,1.34,4.29,11.81,76.14,36.61,7.72,408478,8.64,29073,245289,410,90380,488449,226652
2023-06-06,Finance,175163,297713,157635,290735,46750,45365,45298,61546,157510,1053,968489,48553,87851,103,115,213176,3761102,3407366,2586300,499815,1.85,2.23,5.6,4.57,12.93,13.07,28.74,24.88,37.49,335100,2.94,119258,293991,3331,77080,74811,269603
2023-06-07,Finance,422754,402100,79468,17219,117756,175935,56058,83682,86051,-10664,435127,103508,176016,82,20,92263,3779502,3160377,2213695,1957290,1.71,2.92,16.13,30.77,4.45,6.43,69.65,17.6,7.76,121324,5.34,61570,126575,4502,170411,528008,193196
2023-06-08,Finance,216061,464182,49354,67667,80161,147636,37098,87442,193992,83579,714864,119121,12009,80,43,-74077,1391664,411431,312949,1987900,0.99,3.08,-26.6,28.28,20.55,10.77,28.99,41.15,35.95,251228,9.84,148359,31977,1959,160397,990711,433088
2023-06-09,Finance,288355,297921,196545,72286,30091,148204,87967,366467,243839,69694,982269,112940,5400,20,72,7030,4397028,3211156,1031989,1908100,0.31,1.33,11.94,0.67,-6.17,-2.97,15.84,8.48,24.13,35193,8.83,58545,36538,2470,30593,445428,86235
2023-06-10,Finance,225320,493564,109430,160369,75884,88852,16443,138863,209789,-22070,401531,81970,33297,47,11,186174,3912917,901823,2369189,1818874,2.44,2.79,-15.48,16.68,17.88,6.58,68.42,15.84,7.88,122867,4.04,98942,286746,3625,128627,213176,74320
2023-06-11,Finance,422474,305522,160837,144424,62155,167417,121449,321191,44955,82918,94648,68900,137819,25,22,222472,3424290,3090137,2726814,698768,2.98,1.18,-22.97,16.25,10.27,2.89,34.62,22.61,16.18,324896,3.3,80678,194750,1277,57528,696994,432042
2023-06-12,Finance,459878,480520,141236,161087,123194,189943,2021,221173,270769,74255,594353,17095,175175,71,81,-78429,3836947,3522480,1539273,1403406,0.97,1.36,25.64,-1.04,6.03,2.76,31.78,22.77,10.95,131215,1.18,41179,279631,33,138440,79057,224570
2023-06-13,Finance,184673,92692,38843,289876,114449,120399,57882,132741,157678,88355,628217,178587,86765,17,81,160165,3850933,2655267,2737341,620191,1.84,0.59,26.4,3.39,-2.26,16.9,78.52,28.59,31.34,220388,9.08,46584,24330,4466,190817,85554,310339
2023-06-14,Finance,145386,268817,63648,12689,69009,12861,-15772,228990,259208,39752,879574,148596,40747,47,98,20002,2773708,2719457,1588744,320357,1.66,2.3,-19.01,-5.84,6.93,3.6,32.16,15.01,12.54,348855,2.14,192385,97686,2487,40980,634400,99361
2023-06-15,Finance,87639,334351,64262,114473,118738,79898,-13536,161894,285324,16823,589068,150822,165862,85,117,298418,1614366,1296212,2778643,1658799,0.9,1.34,-24.46,27.12,3.15,-3.65,64.37,26.19,21.66,349130,3.57,99380,225337,1019,52447,974765,129855
2023-06-16,Finance,272606,163241,177256,53871,90216,65291,-17052,76471,62270,-3140,316903,111927,15623,118,44,81639,4022341,471889,311772,713657,1.6,2.1,28.34,7.74,1.01,14.3,28.83,46.74,12.85,369631,7.82,129846,181544,3584,174619,956735,115142
2023-06-17,Finance,406014,313052,44104,20842,61051,64199,50347,55795,56788,32564,345601,139148,35482,104,40,-90529,811733,1804019,2523392,1543041,2.76,1.91,-16.81,-14.28,8.21,2.84,45.54,41.01,10.49,421831,8.49,116866,44166,463,38127,625097,340565
2023-06-18,Finance,58371,101680,67312,52456,121425,104414,47669,344556,290365,-11999,384149,47272,122370,62,49,70957,2243177,976148,106809,259492,0.67,2.57,18.49,17.51,15.69,2.95,45.91,32.56,35.47,219884,2.93,154705,178897,2268,120665,231479,489227
2023-06-19,Finance,232225,384904,60528,203793,56367,86582,69509,267923,46184,73931,697920,194853,87983,58,42,201382,4110927,435251,2258182,1004292,1.1,0.91,-0.49,11.43,14.42,-4.47,52.95,12.68,29.8,373626,6.47,49398,55928,1244,193447,84140,418330
2023-06-20,Finance,406524,89444,88951,136136,6471,30316,116241,353875,255418,20957,948232,32278,26917,109,62,206576,1588174,3174568,2256334,339031,2.81,1.94,19.22,34.67,17.15,13.68,42.04,16.19,5.61,418056,5.09,197052,201155,2002,185922,557692,140136
2023-06-21,Finance,255674,60804,161432,181823,132856,158122,114601,86981,225446,16148,602837,120493,21276,43,29,295530,3709468,1423892,2674351,653763,2.5,1.94,-15.17,-13.93,7.8,14.96,76.07,45.94,34.52,218104,4.89,199870,37953,4776,74975,596665,53630
2023-06-22,Finance,294943,355753,55732,267388,126709,25283,44909,304104,273063,64822,218129,176274,45101,98,34,8201,1894980,1226015,1863484,838338,1.06,0.77,19.77,42.41,8.6,17.43,22.86,47.79,12.37,150553,9.22,80752,143805,1078,181988,729222,348640
2023-06-23,Finance,52896,135370,29361,172962,75428,32675,111270,239834,48120,23392,433341,50617,26056,36,20,50652,4611799,1692278,2166121,555833,2.99,0.94,18.82,0.97,10.0,3.76,31.85,29.9,8.56,447493,9.4,8335,294461,4346,125816,712746,101985
2023-06-24,Finance,119925,431660,96163,56894,12748,82399,118520,323498,273075,-21292,956863,162298,16928,30,17,170734,4722925,3586250,2693642,1781326,1.94,3.34,-4.85,28.81,22.2,15.95,15.89,31.0,28.14,268873,2.84,92694,258327,647,145113,398619,220753
2023-06-25,Finance,102234,257472,182303,154563,51205,111634,19028,284716,235904,-33340,917566,127570,137037,108,107,16471,2082633,3813000,279852,1787789,1.14,2.67,16.24,13.99,11.31,0.07,24.73,41.4,34.02,73218,4.82,94997,296604,1854,43421,569405,395807
2023-06-26,Finance,186671,507441,107356,59802,41667,6352,138581,157039,121470,81107,941988,42878,133428,25,65,119900,2591112,2591700,291937,1181316,2.8,3.1,-16.14,37.24,-8.18,8.53,30.94,34.96,28.89,79352,6.26,36417,190730,3872,49095,360846,460743
2023-06-27,Finance,101679,289681,143625,128715,59371,103852,91777,82320,293869,77576,298754,117330,63026,99,71,117451,4851758,2170354,875839,1582690,1.44,2.83,16.53,26.18,23.51,-3.86,12.13,39.13,17.54,11618,3.24,143376,201657,4520,53218,955238,178035
2023-06-28,Finance,177911,259892,100105,185908,53776,153400,37597,310150,79455,-42471,119096,181002,28385,80,40,116445,1690685,659648,1280726,1863735,0.64,3.5,-11.51,19.11,14.92,5.1,46.56,43.78,9.67,84052,4.7,193638,188915,586,30366,166160,129941
